id,text,category
5686,Please send a tiler. bathroom tiles are loose.,Tiler
5687,Could someone please cook for my family?,Cook
5688,Please arrange a cctv technician. I need security cameras set up.,CCTV Technician
5689,Who can help me? I need childcare while I am at work.,Babysitter
5690,my bike won't start. Looking for a reliable motorcycle mechanic.,Motorcycle Mechanic
5691,I would like to hire a roofer. roof sheets are damaged.,Roofer
5692,I'm looking for a trusted cctv technician. I need CCTV cameras installed.,CCTV Technician
5693,I would like to hire a roofer to replace damaged roofing.,Roofer
5694,Please send a tire repair. my tyre is completely flat.,Tire Repair
5695,the sink is overflowing. Could someone help?,Plumber
5696,I need a auto electrician because the car battery keeps dying.,Auto Electrician
5697,I'm having an issue because my air conditioner is not cooling.,AC Technician
5698,Please send a ac technician; air conditioner leaks water.,AC Technician
5699,Can anyone recommend an experienced aluminum fabricator?,Aluminum Fabricator
5700,Can anyone recommend a good welder?,Welder
5701,I would like to hire a roofer. gutters are blocked.,Roofer
5702,Looking for immediate assistance to replace damaged tiles.,Tiler
5703,Looking for someone who can inspect the appliance.,Washing Machine Technician
5704,the washing machine stopped mid-cycle. I need this fixed soon.,Washing Machine Technician
5705,I need a mobile phone technician because my phone screen is shattered.,Mobile Phone Technician
5706,I need professional help to check the compressor.,Refrigerator Technician
5707,wardrobe door is broken. Looking for an experienced carpenter.,Carpenter
5708,Looking for an experienced carpenter to install cabinets.,Carpenter
5709,I'm looking for a skilled mason to finish the cement work.,Mason
5710,I'm experiencing a problem because new room needs painting. I need a painter.,Painter
5711,I need a babysitter this evening. Looking for a qualified babysitter.,Babysitter
5712,I'm looking for a skilled babysitter to provide childcare.,Babysitter
5713,I would like to hire a electrician to repair the wiring.,Electrician
5714,trees need pruning. Can someone assist?,Gardener
5715,termites have spread through the furniture. I need this fixed as soon as possible.,Pest Control
5716,I'm searching for a reliable auto electrician.,Auto Electrician
5717,I would like to hire a plumber. shower has poor water pressure.,Plumber
5718,Please help because the refrigerator is warm inside.,Refrigerator Technician
5719,I need assistance with daily chores. Could someone help?,Domestic Helper
5720,Looking for someone who can manage daily housework.,Domestic Helper
5721,Need urgent assistance because I need CCTV cameras installed.,CCTV Technician
5722,I'm looking for a skilled security guard to provide security.,Security Guard
5723,I'm looking for a reliable cctv technician.,CCTV Technician
5724,Need professional assistance to fabricate aluminium fittings.,Aluminum Fabricator
5725,I'm searching for a reliable auto electrician.,Auto Electrician
5726,Please help because I need a new CCTV installation.,CCTV Technician
5727,need end-of-tenancy cleaning. Looking for an experienced house cleaner.,House Cleaner
5728,I'm having an issue because I have a rat infestation.,Pest Control
5729,Who can inspect the appliance for me?,Washing Machine Technician
5730,the refrigerator keeps turning off. Could someone help?,Refrigerator Technician
5731,Who is available to look after my child?,Babysitter
5732,Looking for an experienced tire repair to repair the tyre.,Tire Repair
5733,need a new aluminium door. Looking for an experienced aluminum fabricator.,Aluminum Fabricator
5734,I need a aluminum fabricator because I need a new aluminium window.,Aluminum Fabricator
5735,Can anyone help me? I need weekly house cleaning.,House Cleaner
5736,I'm looking for a skilled computer technician to repair the computer.,Computer Technician
5737,I need a washing machine technician because the washing machine stopped mid-cycle.,Washing Machine Technician
5738,Can anyone help me? I need virus removal.,Computer Technician
5739,I need someone to install aluminium fittings.,Aluminum Fabricator
5740,my TV has no sound. Looking for a reliable tv repair technician.,TV Repair Technician
5741,I need a tiler because several floor tiles are cracked.,Tiler
5742,I need a aluminum fabricator because the aluminium window is damaged.,Aluminum Fabricator
5743,Please send a gardener; trees need pruning.,Gardener
5744,Looking for an experienced car mechanic to repair the engine.,Car Mechanic
5745,the tyre has a nail in it. Could someone help?,Tire Repair
5746,Looking for an experienced roofer to repair the roof.,Roofer
5747,I need support for a senior family member. I need this fixed soon.,Elder Caregiver
5748,Need professional assistance to clear the drain.,Plumber
5749,I need professional help to repair the roof.,Roofer
5750,I need professional help to check the battery.,Auto Electrician
5751,Can anyone recommend an experienced mobile phone technician?,Mobile Phone Technician
5752,Who is available to install new tiles?,Tiler
5753,Need urgent assistance because I need someone to help with housework.,Domestic Helper
5754,need security for an event. Looking for an experienced security guard.,Security Guard
5755,I need a elder caregiver because an elderly family member needs daily assistance.,Elder Caregiver
5756,Looking for someone who can replace the damaged pipe.,Plumber
5757,Looking for someone who can repair the CCTV system.,CCTV Technician
5758,Please send a tv repair technician; television won't switch on.,TV Repair Technician
5759,Need urgent assistance because the vehicle wiring needs repair.,Auto Electrician
5760,I need a house cleaner because my home needs deep cleaning.,House Cleaner
5761,Who can help me? the battery drains quickly.,Mobile Phone Technician
5762,Please send a babysitter. I need a babysitter this evening.,Babysitter
5763,my phone battery drains quickly. Looking for a reliable mobile phone technician.,Mobile Phone Technician
5764,I need professional help since I need a cook for daily meals.,Cook
5765,My problem is that the freezer is not freezing. I need a refrigerator technician.,Refrigerator Technician
5766,Looking for an experienced electrician to repair the wiring.,Electrician
5767,air conditioner leaks water. Can someone assist?,AC Technician
5768,Please send a painter. my living room needs painting.,Painter
5769,the vehicle is overheating. I need professional help.,Car Mechanic
5770,Need urgent help because screen flickers constantly.,TV Repair Technician
5771,Can anyone recommend a good welder?,Welder
5772,there are termites in the wooden furniture. I need this fixed soon.,Pest Control
5773,I need a mason because I need brick laying for a new room.,Mason
5774,Can anyone recommend a good welder?,Welder
5775,Looking for an experienced tire repair to fix the puncture.,Tire Repair
5776,I need a small wall built. Could someone help?,Mason
5777,Please send a domestic helper. I need someone to help with housework.,Domestic Helper
5778,trees need pruning. Can someone assist?,Gardener
5779,I need professional help to repair the leak.,Plumber
5780,Can anyone recommend a good security guard?,Security Guard
5781,Looking for someone who can provide security services.,Security Guard
5782,I would like to hire a computer technician.,Computer Technician
5783,I need professional help since my air conditioner is not cooling.,AC Technician
5784,the air conditioner makes loud noises. Could someone help?,AC Technician
5785,Need someone reliable to maintain the garden.,Gardener
5786,I would like to hire a washing machine technician to repair the washing machine.,Washing Machine Technician
5787,roof is leaking. Can someone assist?,Roofer
5788,I need someone to care for my child. I need this fixed soon.,Babysitter
5789,Can a house cleaner visit today? I need move-out cleaning.,House Cleaner
5790,my motorcycle won't start. I need professional help.,Motorcycle Mechanic
5791,Can anyone recommend a good gardener?,Gardener
5792,Can anyone recommend a reliable mason? I need brick laying for a new room.,Mason
5793,Please send a painter. I want to repaint my shop.,Painter
5794,I need an experienced electrician.,Electrician
5795,I need someone to repair the computer.,Computer Technician
5796,house needs deep cleaning. Can someone assist?,House Cleaner
5797,Who can help me? the window grill is broken.,Welder
5798,I need a qualified motorcycle mechanic to repair the motorcycle.,Motorcycle Mechanic
5799,Could someone recommend a reliable tv repair technician? the screen keeps flickering.,TV Repair Technician
5800,I would like to hire a elder caregiver to assist the senior.,Elder Caregiver
